22174.7 22174.7 6 20 13 25 7 15 26 5 24 18 2 4 29 10 17 0 21 9 23 12 14 16 19 1 22 8 11 28 27 3
22947 22947 5 23 22 9 10 11 24 8 29 21 4 17 19 13 3 6 12 26 7 15 1 0 20 18 28 27 14 25 16 2
22978.1 22978.1 24 6 14 20 16 13 29 3 17 23 8 11 25 21 0 15 22 9 26 27 4 10 1 28 5 18 19 2 12 7
24221.7 24221.7 23 21 26 24 28 3 18 22 14 6 4 9 10 27 29 12 20 11 13 8 5 16 7 2 1 0 25 19 17 15
24766.6 24766.6 21 22 11 2 27 14 16 0 26 9 5 4 1 29 13 20 19 15 10 3 17 8 6 25 12 23 24 28 18 7
24770.1 24770.1 11 15 9 1 18 26 5 10 23 4 25 3 22 7 29 24 14 28 8 27 2 20 6 16 19 12 21 0 13 17
25915.4 25915.4 5 23 21 7 22 4 28 10 12 29 15 9 1 3 18 6 11 16 14 2 17 13 0 19 25 24 27 8 26 20
26588.8 26588.8 27 24 17 0 5 19 21 15 2 14 6 26 23 10 28 3 25 1 4 8 18 9 13 7 12 20 16 22 29 11
26963.7 26963.7 8 24 4 13 2 0 27 29 20 1 25 11 23 9 15 18 19 17 22 6 28 7 12 21 10 26 14 5 3 16
27120.8 27120.8 12 21 9 10 28 19 0 2 20 16 6 27 5 11 7 4 17 29 3 26 8 22 13 1 18 23 24 15 14 25
27698.8 27698.8 29 13 4 24 15 1 11 10 0 17 18 20 8 19 14 3 27 2 5 22 26 6 25 21 28 7 23 12 9 16
28337.5 28337.5 8 14 12 3 29 26 25 27 16 13 0 1 5 17 22 20 21 24 6 15 23 11 18 19 10 4 9 7 2 28
28440 28440 3 15 19 0 28 20 13 11 6 9 27 23 16 2 26 7 12 14 5 21 17 8 4 25 18 24 29 1 22 10
28460.6 28460.6 22 24 27 25 23 8 1 9 26 2 16 10 0 21 17 28 14 15 13 6 5 18 29 11 7 12 19 20 3 4
28501 28501 16 28 0 20 22 7 23 9 12 11 2 29 25 15 8 17 5 19 21 3 1 27 6 26 13 14 4 10 18 24
28764.3 28764.3 7 14 25 23 4 21 22 24 11 2 29 9 13 17 3 15 28 19 16 27 20 5 1 6 18 8 26 0 10 12
29627.9 29627.9 5 18 9 21 22 25 15 28 3 16 10 6 14 20 23 1 24 7 2 0 17 13 11 12 29 4 8 19 27 26
29756.8 29756.8 4 14 1 10 17 18 23 9 29 12 24 11 21 25 28 8 27 16 26 20 6 19 5 13 22 0 2 7 15 3
29983.6 29983.6 23 12 14 28 3 19 22 6 5 10 21 9 20 7 18 27 25 8 15 2 16 11 26 13 17 1 0 4 29 24
30085.6 30085.6 26 4 21 1 25 13 0 8 19 7 28 10 18 11 12 3 16 24 15 29 2 9 23 5 22 27 6 20 17 14
32035.4 32035.4 11 19 20 21 13 27 6 12 23 29 28 14 25 8 26 0 5 15 1 10 7 18 2 22 24 9 4 3 17 16
32794 32794 5 19 6 24 29 17 28 25 4 22 0 1 9 26 10 2 12 3 8 14 15 20 7 27 16 11 13 21 23 18
27378.8 27378.8 1 6 15 29 13 24 8 16 9 2 27 26 3 28 21 17 19 25 12 20 23 11 10 18 4 14 7 22 5 0
24639 24639 27 0 21 13 26 4 18 11 8 16 22 6 5 9 2 15 23 24 19 25 10 3 28 12 17 1 29 14 7 20
23256 23256 11 29 28 18 4 19 26 24 9 14 2 10 27 13 0 8 7 22 1 15 5 21 16 3 12 6 25 23 17 20
23437.7 23437.7 21 11 19 17 16 27 29 1 18 13 12 20 25 14 7 10 4 6 8 3 0 15 5 28 2 9 26 24 23 22
24731.3 24731.3 27 16 24 23 15 13 7 10 20 0 9 1 11 17 4 25 6 5 12 2 21 28 8 22 29 19 3 26 18 14
23171.9 23171.9 1 20 28 24 17 25 29 8 7 21 22 18 16 13 19 26 9 23 12 10 5 2 0 14 3 11 15 6 27 4
26190.1 26190.1 1 28 6 5 8 22 14 16 13 3 19 29 23 12 17 15 0 10 25 4 26 21 2 20 24 27 11 18 7 9
26198.6 26198.6 8 14 20 6 22 3 29 21 27 1 16 4 25 26 7 17 15 12 0 2 9 28 23 24 19 10 11 18 13 5
23260.2 23260.2 6 29 7 20 4 16 21 9 2 15 13 10 27 23 0 12 14 25 19 18 1 8 11 17 26 3 22 28 24 5
24299.4 24299.4 19 10 29 9 15 17 1 20 21 7 14 13 0 11 5 8 22 4 24 16 6 28 2 26 18 27 25 23 12 3
26191.5 26191.5 9 26 14 6 1 8 2 5 0 11 19 24 21 7 10 23 28 27 22 16 15 13 20 4 25 3 29 17 12 18
28893.7 28893.7 1 15 23 21 4 14 18 7 8 27 22 5 12 11 9 3 29 6 24 16 25 26 20 17 0 10 19 28 2 13
29117.9 29117.9 25 2 24 16 17 7 4 1 29 23 12 3 5 8 9 28 11 27 22 10 21 15 0 14 20 26 18 19 6 13
30078 30078 18 10 13 28 5 29 25 20 15 14 16 11 23 3 27 24 26 9 4 0 12 17 1 19 21 2 22 6 7 8
30607.4 30607.4 29 9 13 0 24 16 17 25 20 23 6 27 28 22 21 5 15 1 18 19 12 3 7 14 10 2 11 8 26 4
33723.6 33723.6 29 25 4 17 22 18 11 0 6 27 3 7 20 9 16 13 14 8 26 23 19 5 21 10 12 2 1 15 28 24
